trip_id,created_at,route_type,origin_center,origin_name,dest_center,dest_name,dispatch_time,delivery_time,osrm_distance_km,osrm_time_min,actual_time_min,vehicle_reg,driver_id,client,status,billed_amount
trip-153721681359970368,2018-09-17 20:40:13.599953,FTL,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND263002AAA,Nainital_Sookhtal_D (Uttarakhand),2018-09-17 20:40:13.599953,2018-09-18 01:01:52.768862,58.0785,77.0,80.0,CH40IK6238,DRV-054,Apex Chemicals,COMPLETED,38858.0
trip-153676896035125817,2018-09-12 16:16:00.351488,FTL,IND485001AAC,Satna_Central_I_2 (Madhya Pradesh),IND471001AAA,Chhatarpur_Busstand_D (Madhya Pradesh),2018-09-12 16:16:00.351488,2018-09-13 02:55:37.697036,25.3845,18.0,35.0,HR55GV5088,DRV-025,Internal,COMPLETED,87533.0
trip-153819136832312860,2018-09-29 03:22:48.323416,FTL,IND246001AAA,Pauri_Khndyusn_D (Uttarakhand),IND249201AAA,Rishikesh_DC (Uttarakhand),2018-09-29 12:04:19.944399,2018-09-30 02:54:24.567701,43.3479,62.0,81.0,UK12XR1853,DRV-041,Vertex Retail,COMPLETED,93543.0
trip-153845756365623759,2018-10-02 05:19:23.656505,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-10-02 05:19:23.656505,2018-10-03 15:55:05.957615,25.097,24.0,32.0,UP17GN7381,DRV-056,Orion Pharma,COMPLETED,21109.0
trip-153782504160623916,2018-09-24 21:37:21.606579,Carting,IND110044AAB,Del_Okhla_PC (Delhi),IND110030AAD,Delhi_Kishangarh_DPC (Delhi),2018-09-24 21:37:21.606579,2018-09-24 23:09:14.388889,12.8466,14.0,15.0,HR-13-HG-1333,DRV-017,Orion Pharma,COMPLETED,65691.0
trip-153716946082569915,2018-09-17 07:30:57.696294,Carting,IND201307AAA,Noida_Chukhndi_D (Uttar Pradesh),IND201301AAL,Dadri_ICDCant_D (Uttar Pradesh),2018-09-17 08:21:23.803549,2018-09-17 09:49:20.475676,12.0114,13.0,32.0,UP-41-IF-2771,DRV-054,Internal,COMPLETED,19396.0
trip-153843250257837164,2018-10-01 22:21:42.578643,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND174307AAA,Bangana_Bhaleti_D (Himachal Pradesh),2018-10-01 22:21:42.578643,2018-10-02T05:38:03.021108Z,39.6835,60.0,68.0,CH-74-TG-3504,DRV-050,Shakti Cement,COMPLETED,16282.0
trip-153724062936769474,2018-09-18 03:17:07.401842,Carting,IND121001AAA,Faridabad (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-18 03:17:07.401842,2018-09-18 04:02:54.817503,11.9101,11.0,17.0,CH-81-AQ-4130,DRV-002,Internal,COMPLETED,27428.0
trip-153783232472914454,2018-09-24 23:38:44.729405,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-24 23:38:44.729405,2018-09-25 01:54:10.322975,12.0408,12.0,24.0,HR 53 AN 9031,DRV-050,Shakti Cement,COMPLETED,61272.0
trip-153732349576270955,2018-09-19 02:18:15.763172,Carting,IND411036AAA,Pune_Mundhawa_L (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-19 02:18:15.763172,2018-09-19 06:06:14.065487,31.8629,31.0,227.0,HR-70-ZZ-3780,DRV-031,Vertex Retail,COMPLETED,41715.0
trip-153833052652670262,2018-09-30 18:02:06.526960,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND302022AAD,Jaipur_RIICO_L (Rajasthan),2018-09-30 18:02:06.526960,2018-10-01 06:01:39.671137,28.1243,21.0,57.0,UP17GN7381,DRV-054,Internal,COMPLETED,65241.0
trip-153818638840291456,2018-09-29 01:59:48.403164,FTL,IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),IND458001AAB,Mandsaur_YashDPP_D (Madhya Pradesh),2018-09-29 01:59:48.403164,2018-09-29 04:08:28.311328,26.5773,26.0,29.0,RJ58AM5345,DRV-060,Vertex Retail,COMPLETED,57286.0
trip-153798721660322050,2018-09-26 18:40:16.603600,FTL,IND815351AAA,Jamtara_D (Jharkhand),IND814101AAB,Dumka_Dudhani_D (Jharkhand),2018-09-27 01:20:31.032823,2018-09-27 03:36:25.150106,41.8648,39.0,41.0,uk69nx5397,DRV-007,Vertex Retail,COMPLETED,80684.0
trip-153729625250061939,2018-09-18 18:44:12.500849,FTL,IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),IND533308AAB,Mandapeta_Mainrd_D (Andhra Pradesh),2018-09-18 18:44:12.500849,2018-09-18 22:39:07.517082,33.1112,28.0,101.0,DL 82 ZB 6688,DRV-026,Vertex Retail,COMPLETED,79958.0
trip-153729865349121910,2018-09-18 19:24:13.491479,FTL,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND605601AAA,Villupuram_Thirumtr_IP (Tamil Nadu),2018-09-18 19:24:13.491479,2018-09-19 01:36:30.686795,24.2343,19.0,27.0,UP-37-RY-4295,DRV-006,Shakti Cement,COMPLETED,22227.0
trip-153819027212623807,2018-09-29 03:04:32.126499,Carting,IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),IND211011AAA,Allahabad_Central_D_5 (Uttar Pradesh),2018-09-29 03:04:32.126499,2018-09-29 04:27:56.631050,9.7886,6.0,26.0,DL30JD1420,DRV-055,Internal,COMPLETED,94904.0
trip-153817321175499612,2018-09-28 22:20:11.755246,FTL,IND470004AAA,Sagar_Bahreya_I (Madhya Pradesh),IND473443AAA,Mungaoli_AshkngRd_D (Madhya Pradesh),2018-09-28 22:20:11.755246,2018-09-29 03:01:11.608832,28.2236,19.0,39.0,CH-76-PU-4919,DRV-008,Apex Chemicals,COMPLETED,57241.0
trip-153721479583247587,2018-09-17 20:06:29.147045,Carting,IND811399AAA,Noida_Sector02_C (Uttar Pradesh),IND110044AAB,Del_Okhla_PC (Delhi),2018-09-17 20:06:29.147045,2018-09-17 22:15:42.587523,13.7476,14.0,16.0,UP37UP7482,DRV-026,Apex Chemicals,COMPLETED,56061.0
trip-153852722986895719,2018-10-03 00:40:29.869228,FTL,IND413002AAA,Solapur_Central_I_2 (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-10-03 10:26:40.846277,2018-10-03 19:13:42.985932,28.9418,20.0,23.0,UK69NX5397,DRV-002,Vertex Retail,COMPLETED,55280.0
trip-153784912688007932,2018-09-25 04:18:46.880454,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700026AAC,CCU_Lake Avenue_DPC (West Bengal),2018-09-25 04:18:46.880454,2018-09-25T07:39:31.502473Z,13.7781,18.0,62.0,RJ-45-BB-5786,DRV-011,Vertex Retail,COMPLETED,38916.0
trip-153784023364818534,2018-09-25 01:50:33.648553,Carting,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600110AAA,Chennai_Madhavaram_L (Tamil Nadu),2018-09-25 01:50:33.648553,2018-09-25 06:14:41.723185,12.662,11.0,22.0,UP52IC5573,DRV-011,Internal,COMPLETED,55895.0
trip-153717353460038608,2018-09-17 08:38:54.600771,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND151001AAA,Bhatinda_DPC (Punjab),2018-09-17 08:38:54.600771,2018-09-17 22:23:18.057962,26.0915,24.0,29.0,PB43VC3573,DRV-003,Orion Pharma,COMPLETED,37649.0
trip-153802185827308842,2018-09-27 04:17:38.273511,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-27 04:17:38.273511,2018-09-27 07:20:03.151393,18.8134,21.0,28.0,PB-81-RI-8019,DRV-055,Vertex Retail,COMPLETED,81931.0
trip-153693963117720237,2018-09-14 15:40:31.177490,FTL,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-14 15:40:31.177490,2018-09-15 06:14:58.631930,36.7037,27.0,70.0,CH42HD4155,DRV-046,Orion Pharma,COMPLETED,43377.0
trip-153746045182682594,2018-09-20 16:20:51.827047,Carting,IND500010AAB,Hyderabad_Alwal_L (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-20 16:20:51.827047,2018-09-21 06:07:43.518408,14.1828,11.0,27.0,UK76OD5061,DRV-051,Internal,COMPLETED,62104.0
trip-153690879196179059,2018-09-14 07:06:31.962044,Carting,IND600110AAA,Chennai_Madhavaram_L (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-14 07:06:31.962044,2018-09-14 09:01:21.981406,9.6191,9.0,17.0,HR-14-LS-3426,DRV-002,Orion Pharma,COMPLETED,30275.0
trip-153853354053483366,2018-10-03 02:25:40.535086,Carting,IND388320AAA,Anand_Vaghasi_IP (Gujarat),IND387001AAA,Nadiad_DC (Gujarat),2018-10-03 02:25:40.535086,2018-10-03 03:30:03.176677,12.6434,9.0,15.0,PB18BK2160,DRV-018,Internal,COMPLETED,63083.0
trip-153738832890413890,2018-09-19 20:18:48.904426,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),2018-09-20 01:12:37.778929,2018-09-20 09:28:47.291228,25.0114,19.0,26.0,UP71AL5892,DRV-023,Internal,COMPLETED,32486.0
trip-153756669278197450,2018-09-21 21:51:32.782227,FTL,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND848114AAA,DalsinghSarai_Wardno13_D (Bihar),2018-09-21 21:51:32.782227,2018-09-22 02:24:22.946198,24.4156,17.0,34.0,HR-10-TK-9005,DRV-006,Apex Chemicals,COMPLETED,35927.0
trip-153692610318766996,2018-09-14 11:55:03.187955,Carting,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600016AAC,Chennai_Perungudi_DPC (Tamil Nadu),2018-09-14 11:55:03.187955,2018-09-14 15:57:49.186325,11.2326,11.0,43.0,CH-67-HY-8613,DRV-030,Vertex Retail,COMPLETED,93994.0
trip-153859691749220413,2018-10-03 20:01:57.492441,FTL,IND205135AAA,Shikohabad_Katrmira_D (Uttar Pradesh),IND283203AAA,Firozabad_Sudmpuri_D (Uttar Pradesh),2018-10-04 01:30:25.216771,2018-10-04 02:37:55.145910,21.3397,17.0,38.0,UK29NF9548,DRV-051,Internal,COMPLETED,59093.0
trip-153716800501008286,2018-09-17 07:06:45.010322,Carting,IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410209AAA,Mumbai_Khandeshwar_Dc (Maharashtra),2018-09-17 07:06:45.010322,2018-09-17 07:57:52.131969,15.2699,12.0,28.0,up40im3144,DRV-011,Internal,COMPLETED,32780.0
trip-153851790694878460,2018-10-02 22:05:06.949034,FTL,IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),IND274001AAA,Deoria_CCRoad_D (Uttar Pradesh),2018-10-02 22:05:06.949034,2018-10-03 01:25:31.695789,23.3455,17.0,33.0,PB43VC3573,DRV-025,Shakti Cement,COMPLETED,72404.0
trip-153783391559147348,2018-09-25 00:05:15.591706,Carting,IND712310AAE,Kolkata_North_I_4 (West Bengal),IND712124AAA,Hooghly_DC (West Bengal),2018-09-25 00:05:15.591706,2018-09-25 02:29:58.069083,11.7651,11.0,28.0,HR13HG1333,DRV-030,Orion Pharma,COMPLETED,75381.0
trip-153673974549546810,2018-09-12 08:09:05.495749,Carting,IND000000AEM,Gurgaon_Bilaspur_RP (Haryana),IND110037AAB,Del_B_RPC (Delhi),2018-09-12 08:09:05.495749,2018-09-12 12:09:54.392369,11.02,11.0,19.0,DL 11 SJ 8690,DRV-050,Internal,COMPLETED,11206.0
trip-153814815482335143,2018-09-28 15:22:34.823584,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAA,Mumbai_Tejpal_M (Maharashtra),2018-09-28 15:22:34.823584,2018-09-28 18:48:12.702302,11.5585,10.0,24.0,DL 30 AN 8381,DRV-048,Internal,COMPLETED,8390.0
trip-153835673562246389,2018-10-01 01:18:55.622696,Carting,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND531001AAA,Anakapalle_Kothuru_D (Andhra Pradesh),2018-10-01 01:18:55.622696,2018-10-01 02:30:49.080264,11.0,7.0,14.0,RJ45BB5786,DRV-056,Orion Pharma,COMPLETED,37316.0
trip-153754956268457458,2018-09-21 17:06:02.684796,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),2018-09-21 17:06:02.684796,2018-09-21 19:29:54.899851,10.4308,7.0,44.0,HR15HP2193,DRV-005,Internal,COMPLETED,62698.0
trip-153835977456314980,2018-10-01 02:09:34.563411,Carting,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND462011AAA,Bhopal MP Nagar (Madhya Pradesh),2018-10-01 02:09:34.563411,2018-10-01 03:12:23.621541,11.4147,11.0,22.0,CH 67 HY 8613,DRV-036,Apex Chemicals,COMPLETED,73417.0
trip-153772577515549945,2018-09-23 18:02:55.155730,FTL,IND431136AAC,Aurangabad_Central_H_1 (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-23 18:02:55.155730,2018-09-24 04:03:45.076775,35.8153,31.0,71.0,UP40IM3144,DRV-021,Internal,COMPLETED,68464.0
trip-153841251978843593,2018-10-01 16:48:39.788730,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),2018-10-01 16:48:39.788730,2018-10-01 19:54:05.519684,10.0129,7.0,38.0,CH40IK6238,DRV-057,Shakti Cement,COMPLETED,28181.0
trip-153704488771105256,2018-09-15 20:54:47.711443,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-15 20:54:47.711443,2018-09-16 03:16:58.333780,22.8648,16.0,28.0,CH-40-IK-6238,DRV-043,Vertex Retail,COMPLETED,94886.0
trip-153734179013929130,2018-09-19 07:23:10.139584,FTL,IND605601AAA,Villupuram_Thirumtr_IP (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-19 13:26:54.932476,2018-09-19T18:16:34.328415Z,28.646,26.0,40.0,HR 59 KV 7624,DRV-013,Vertex Retail,COMPLETED,39427.0
trip-153672586564167775,2018-09-12 04:17:45.641925,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700065AAA,CCU_Beliaghata_DPC (West Bengal),2018-09-12 04:17:45.641925,2018-09-12 06:38:39.123026,13.893,16.0,64.0,HR-14-LS-3426,DRV-040,Orion Pharma,COMPLETED,55846.0
trip-153764834246185812,2018-09-22 20:32:22.462121,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),2018-09-22 20:32:22.462121,2018-09-22 22:40:06.128269,10.2662,11.0,14.0,HR77LN6419,DRV-024,Internal,COMPLETED,35723.0
trip-153809923464107012,2018-09-28 01:47:14.641333,Carting,IND423109AAA,Shirdi_SaiBansi_D (Maharashtra),IND413709AAA,Shrirampur_DavkharRd_D (Maharashtra),2018-09-28 05:13:31.968887,2018-09-28 06:38:29.481238,13.9856,18.0,16.0,CH-40-IK-6238,DRV-037,Internal,COMPLETED,86292.0
trip-153768806895892925,2018-09-23 07:34:28.959178,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-23 07:34:28.959178,2018-09-23 11:20:42.876795,41.3764,34.0,99.0,CH85NJ1986,DRV-013,Vertex Retail,COMPLETED,26199.0
trip-153680844688052063,2018-09-13 03:14:06.880804,FTL,IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),IND345021AAA,Pokhran_SttinDPP_D (Rajasthan),2018-09-13 08:09:03.209857,2018-09-13 12:39:04.671770,26.5769,18.0,26.0,PB79EX8744,DRV-019,Internal,COMPLETED,55295.0
trip-153816824119813230,2018-09-28 20:57:21.198392,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAB,Mumbai_Jogeshwri_L (Maharashtra),2018-09-28 20:57:21.198392,2018-09-29 01:33:26.406765,12.3251,12.0,23.0,DL30AN8381,DRV-039,Apex Chemicals,COMPLETED,22451.0
trip-153686749196657461,2018-09-13 19:38:11.966822,Carting,IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),IND643231AAA,Coonoor_Fairybnk_D (Tamil Nadu),2018-09-13 19:38:11.966822,2018-09-14 01:30:58.772797,33.5236,26.0,110.0,UP58VX3851,DRV-023,Apex Chemicals,COMPLETED,77339.0
trip-153697468300510917,2018-09-15 01:24:39.033033,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-15 01:24:39.033033,2018-09-15 23:55:29.528610,29.8832,29.0,37.0,CH 26 LC 5002,DRV-056,Internal,COMPLETED,53718.0
trip-153706806539402973,2018-09-16 03:21:05.394246,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-16 03:21:05.394246,2018-09-16 05:28:27.542755,16.1817,14.0,28.0,UK 69 NX 5397,DRV-060,Internal,COMPLETED,11313.0
trip-153753113224388540,2018-09-21 11:58:52.244314,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-21 11:58:52.244314,2018-09-21 15:40:13.385350,16.4548,19.0,60.0,UP33PG6813,DRV-031,Internal,COMPLETED,91283.0
trip-153763337728428200,2018-09-22 16:22:57.284582,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-09-22 16:22:57.284582,2018-09-22 22:56:55.397059,19.3815,17.0,41.0,PB84TB2343,DRV-031,Shakti Cement,COMPLETED,43121.0
trip-153681193748187359,2018-09-13 04:12:17.482122,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),2018-09-13 04:12:17.482122,2018-09-13 08:50:52.289104,18.164,20.0,85.0,UK-79-WJ-9666,DRV-013,Shakti Cement,COMPLETED,86810.0
trip-153835953681712049,2018-10-01 02:05:36.817555,FTL,IND249407AAA,Haridwar (Uttarakhand),IND246149AAA,Kotdwara_Nzbadrd_D (Uttarakhand),2018-10-01 02:05:36.817555,2018-10-01 04:44:47.229363,47.0129,36.0,60.0,UP29WG2052,DRV-019,Internal,COMPLETED,16654.0
trip-153774468636256789,2018-09-23 23:18:06.362822,FTL,IND363520AAC,Chotila_Central_D_2 (Gujarat),IND363001AAA,Surendranagar_DC (Gujarat),2018-09-24 01:28:42.608980,2018-09-24 03:00:05.807918,26.3036,24.0,28.0,RJ66RW8007,DRV-029,Internal,COMPLETED,85450.0
trip-153799143226574773,2018-09-26 19:50:32.265980,Carting,IND500010AAA,Hyderabad_Alwal_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-26 19:50:32.265980,2018-09-27 03:47:57.372429,12.8008,10.0,16.0,UP29WG2052,DRV-031,Apex Chemicals,COMPLETED,36422.0
trip-153844372634311071,2018-10-02 01:28:46.343461,Carting,IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),IND388320AAA,Anand_Vaghasi_IP (Gujarat),2018-10-02 01:28:46.343461,2018-10-02 03:16:16.362827,25.2471,20.0,24.0,UP 52 IC 5573,DRV-012,Orion Pharma,COMPLETED,91186.0
trip-153671202698783427,2018-09-12 00:27:06.988059,Carting,IND395023AAD,Surat_Central_I_4 (Gujarat),IND395006AAA,Surat_Varachha_DC (Gujarat),2018-09-12 00:27:06.988059,2018-09-12 02:04:22.360575,15.8319,15.0,24.0,DL 64 IB 1058,DRV-008,Internal,COMPLETED,36548.0
trip-153671326503717255,2018-09-12 00:47:45.037410,FTL,IND151001AAA,Bhatinda_DPC (Punjab),IND151302AAA,TalwandiSabo_Wardno3_D (Punjab),2018-09-12 00:47:45.037410,2018-09-12 02:27:30.171591,53.8219,39.0,32.0,UK12XR1853,DRV-023,Shakti Cement,COMPLETED,69179.0
trip-153773325432581475,2018-09-23 20:07:34.326397,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),2018-09-23 20:07:34.326397,2018-09-23 21:33:46.234143,11.8072,10.0,26.0,CH74TG3504,DRV-037,Shakti Cement,COMPLETED,73039.0
trip-153836648611826977,2018-10-01 04:01:26.118534,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND110024AAA,Delhi_Lajpat_IP (Delhi),2018-10-01 04:01:26.118534,2018-10-01 06:03:57.557098,12.8666,10.0,26.0,CH76PU4919,DRV-029,Internal,COMPLETED,19087.0
trip-153825759671059666,2018-09-29 21:46:36.710849,FTL,IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),IND244301AAA,Sambhal_Khwssrai_D (Uttar Pradesh),2018-09-29 21:46:36.710849,2018-09-30 02:15:47.653231,24.5264,26.0,33.0,RJ57LG5374,DRV-058,Vertex Retail,COMPLETED,66768.0
trip-153675294391786238,2018-09-12 11:49:03.918108,FTL,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND760003AAB,Berhampur_Khajuria_I (Orissa),2018-09-12 11:49:03.918108,2018-09-12 18:21:50.338940,35.210800000000006,37.0,33.0,dl41gg9786,DRV-042,Internal,COMPLETED,86430.0
trip-153774263614858836,2018-09-23 22:43:56.148841,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),2018-09-23 22:43:56.148841,2018-09-24 23:53:02.545025,28.6906,20.0,42.0,PB19SW4978,DRV-030,Orion Pharma,COMPLETED,90177.0
trip-153766446373066433,2018-09-23 01:01:03.730908,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-09-23 01:01:03.730908,2018-09-23 06:36:50.919352,19.9511,17.0,30.0,HR 21 SN 1520,DRV-001,Orion Pharma,COMPLETED,73149.0
trip-153836596949781108,2018-10-01 03:52:49.498038,FTL,IND249201AAA,Rishikesh_DC (Uttarakhand),IND249407AAA,Haridwar (Uttarakhand),2018-10-01 03:52:49.498038,2018-10-01 16:57:50.438317,21.0041,26.0,516.0,PB42BW8144,DRV-051,Vertex Retail,COMPLETED,82363.0
trip-153807672514287673,2018-09-27 19:32:05.143140,Carting,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),2018-09-27 19:32:05.143140,2018-09-28 00:47:23.282118,9.3687,6.0,12.0,CH-74-TG-3504,DRV-054,Vertex Retail,COMPLETED,18869.0
trip-153850232771487935,2018-10-02 17:45:27.715122,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-10-02 17:45:27.715122,2018-10-02 19:42:53.784616,15.5371,13.0,24.0,PB22DV8062,DRV-028,Shakti Cement,COMPLETED,9362.0
trip-153747432464152593,2018-09-20 20:12:04.641763,Carting,IND742121AAA,Nowda_AmtlaDPP_D (West Bengal),IND742101AAC,Baharampur_Chuanpur_I (West Bengal),2018-09-21 04:36:22.470284,2018-09-21 06:25:18.583419,16.2769,14.0,58.0,hr53an9031,DRV-013,Internal,COMPLETED,80109.0
trip-153739705199482125,2018-09-19 22:44:11.995114,Carting,IND686028AAB,Kottayam_Central_H_1 (Kerala),IND689101AAA,Tiruvalla_TKRoad_D (Kerala),2018-09-19 22:44:11.995114,2018-09-20 00:38:46.614095,11.8256,10.0,13.0,UK12XR1853,DRV-026,Orion Pharma,COMPLETED,73343.0
trip-153797064725299935,2018-09-26 14:04:07.253280,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-26 14:04:07.253280,2018-09-28 07:46:09.513828,25.1281,18.0,35.0,pb53gv5325,DRV-003,Internal,COMPLETED,48382.0
trip-153712622925445257,2018-09-16 19:30:27.630002,Carting,IND500008AAC,Hyderabad_Tolichwk_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-16 19:30:27.630002,2018-09-16 22:26:02.750937,14.0145,12.0,17.0,UP13DI3925,DRV-042,Internal,COMPLETED,44739.0
trip-153679439654314968,2018-09-12 23:19:56.543400,FTL,IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),IND203205AAA,Sikandrabd_GTRoad_D (Uttar Pradesh),2018-09-12 23:19:56.543400,2018-09-13 01:49:39.970665,39.3434,38.0,47.0,PB18BK2160,DRV-018,Orion Pharma,COMPLETED,10164.0
trip-153712475712546726,2018-09-16 19:05:57.125711,Carting,IND000000ACT,Delhi_Gateway_HB (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-16 19:05:57.125711,2018-09-16 21:22:47.035725,14.7085,14.0,14.0,RJ-43-DD-3546,DRV-050,Apex Chemicals,COMPLETED,65905.0
trip-153852410446493689,2018-10-02 23:48:24.465169,Carting,IND421301AAA,Mumbai_Kalyan West _Dc (Maharashtra),IND421302AAR,Mumbai_East_I_21 (Maharashtra),2018-10-03 02:38:51.867556,2018-10-03 04:00:16.143217,12.1183,9.0,30.0,HR-53-AN-9031,DRV-035,Internal,COMPLETED,21882.0
trip-153731809857504372,2018-09-19 00:48:18.575337,Carting,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121102AAA,Palwal (Haryana),2018-09-19 00:48:18.575337,2018-09-19 01:55:10.502700,10.9449,8.0,16.0,PB68LJ4728,DRV-050,Apex Chemicals,COMPLETED,67541.0
trip-153811327822644602,2018-09-28 05:41:18.226683,Carting,IND395004AAB,Surat_Central_D_3 (Gujarat),IND395023AAD,Surat_Central_I_4 (Gujarat),2018-09-28 07:33:27.378906,2018-09-28 09:25:53.202575,12.2153,11.0,67.0,DL-30-AN-8381,DRV-001,Internal,COMPLETED,30795.0
trip-153840582691847207,2018-10-01 14:57:06.918754,Carting,IND396232AAA,Silvassa_Samrvrni_D (Dadra and Nagar Haveli),IND396191AAC,Vapi_IndEstat_I (Gujarat),2018-10-01 14:57:06.918754,2018-10-01 16:06:18.193296,14.2794,11.0,29.0,UP86CM7252,DRV-010,Vertex Retail,COMPLETED,18459.0
trip-153707220125778005,2018-09-16 04:29:53.383201,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700065AAA,CCU_Beliaghata_DPC (West Bengal),2018-09-16 04:29:53.383201,2018-09-16 06:32:52.506959,13.0705,16.0,46.0,UK-29-GJ-4566,DRV-011,Internal,COMPLETED,88161.0
trip-153770614315751856,2018-09-23 12:35:43.157775,FTL,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND364004AAB,Bhavnagar_ChtrGIDC_IP (Gujarat),2018-09-23 12:35:43.157775,2018-09-23 20:31:58.084912,24.0468,16.0,28.0,CH15XO9785,DRV-027,Orion Pharma,COMPLETED,21347.0
